text,label
I'm just experimenting thanks!,casual
fetch product older than 30 days,read
please can you make account please,write
Replace the outdated information in this payment with the latest details.,write
can u help mate,casual
List invoices updated this month,read
Split every supplier marked approved,write
TELL JOKE,casual
do the same for ticket,write
Synchronize every warehouse marked approved,write
Restore a new invoice for Ethan,write
Restore the order with id 2999,write
I need every asset whose status is open,read
That's interesting,casual
please assign invoice to Noah,write
did customer #2694 get updated? please,read
Please show only the devices that were updated today.,read
😊,casual
i'm confused,casual
Insert the ticket with id 4937,write
What is PostgreSQL?,casual
what's good,casual
need sub named alice,read
Remove product price to 1373,write
how does this work how are you,casual
find records,read
Could you check if there are duplicate employees in the system?,read
What's your favorite database?,casual
who made you,casual
go ahead,write
remove project permanently,write
Remove duplicate shipments,write
destroy emp email john@example.com,write
HOWDY CAN YOU HELP?,casual
You're helpful,casual
I need records created this year please,read
How many locations belong to Charlotte?,read
Could you split ella's owner,write
Deactivate every expired shipment immediately.,write
show logs,read
rename employee alice,write
Append a brand new expense,write
How many assets belong to Mason?,read
fetch payment pending pls,read
Split inventory budget to 18741,write
😊,casual
Move this employee to another department and keep all associated history.,write
Which vendors were modified yesterday?,read
need cust verified,read
please restore the deleted customer,write
Could you replace every project marked open,write
good evening who made you,casual
UPDATE orders SET status='paid' WHERE id=5;,write
bad bot please,casual
Open lead with reference 3459 please,read
merge these report,write
can you display employee with price > 1281,read
Activate Noah to premium,write
Count duplicate members please,read
copy sub status active,write
Demote every inventory marked approved,write
Just checking things out,casual
do the same for order,write
Could you demote document #4241,write
Restore record status to verified,write
retrieve payments created today,read
did user #7821 get updated?,read
How are you,casual
show me the previous report please,read
I was reading about SQL today thanks!,casual
what about subscription Olivia?,read
interesting,casual
destroy row alice,write
give me invoice who signed up recently,read
Find duplicate suppliers,read
Nice app ,casual
I'm looking for the oldest order in the database.,read
lemme see customer email john@example.com,read
got any invoice created today,read
Please Change the row with id 7232,write
Would you retrieve vendor assigned to Daniel,read
can i see the latest Emily?,read
Is there any document waiting for approval?,read
duplicate customer duplicate,write
nice,casual
Is there any vendor waiting for approval?,read
🤔,casual
I was reading about SQL today 😊,casual
What is PostgreSQL?,casual
remove report permanently,write
please new subscriptions named sophia,write
😊,casual
can you restore account price to 56!,write
I'd like to see duplicate shipments please,read
Thank you,casual
rename Alice to Olivia,write
alright,casual
show only archived report,read
I'm looking for the oldest payment in the database.,read
🤔,casual
How many suppliers belong to Harper?,read
move payment john,write
get customer from yesterday,read
Display subscriptions updated today,read
set acct alice,write
do we still have customer for Alice? please,read
Create another payment using the same information as the previous one.,write
