text,label
Please show only the assets that were updated today.,read
rename Olivia to Mason,write
List customers with id 5939,read
can you help me,casual
Which departments were modified yesterday?,read
can you remove users price to 4350,write
heyy,casual
Show me Ethan's shipment,read
HOLA please,casual
that's funny,casual
Please Update the employee with id 5667,write
Create another payment using the same information as the previous one.,write
need acct created today,read
can you find tables with price > 1047,read
please create another payment like this,write
can you explain that,casual
show me the previous payment #1274,read
namaste,casual
Assign the invoice to Noah and notify the manager afterwards.,write
Create another invoice using the same information as the previous one.,write
drop account status to pending!,write
can you rename payments with id 816,write
I was reading about SQL today thanks!,casual
count shipments please,read
Could you replace the branch assigned to grace,write
I've been learning databases lately thanks!,casual
need to archive inv old one,write
what's the status of subscription #9890? please,read
got any invoice created today pls,read
What's recursion? ,casual
Insert every task marked inactive,write
can you restore account price to 2804 please,write
Please Create Emma's manager,write
Rename a new transaction for Sophia,write
make product id 8735,write
show me the previous Sophia,read
GIVE ME TICKETS CREATED TODAY please!,read
thank you how are you,casual
NEW RECORDS PRICE TO 1866,write
Can you help me find every subscription assigned to Olivia?,read
please rename Bob to Bob,write
go ahead,write
please assign project to Sophia,write
do we still have account for Olivia?,read
Can you help me find every device assigned to Alice?,read
can u pull users missing pls,read
EXPLAIN SQL,casual
Can you help me find every asset assigned to Mason?,read
good evening what can you do please,casual
tell row named alice,read
good job,casual
drop employee john,write
Please show only the accounts that were updated today.,read
cool how are you,casual
Display invoices created recently,read
I need a complete list of archived devices because we're reviewing old data.,read
Could you show employees updated yesterday,read
I'm looking for members created this month,read
move users id 8735,write
Display logs created today,read
Replace every campaign marked closed,write
Create another shipment using the same information as the previous one.,write
i'm just testing,casual
HIYA ??,casual
Assign the order to Emma and notify the manager afterwards.,write
Hope you're having a good day thanks!,casual
Bonjour,casual
hello,casual
I'm just experimenting can you explain more?,casual
How many tasks belong to Amelia?,read
Good evening How does this work?,casual
can u pull subscription verified,read
Create the asset into another department,write
Move the shipment with id 8693,write
can u merge record alice,write
Find duplicate reports,read
destroy shipments where age is 57,write
I was reading about SQL today what do you think?,casual
can you help me what can you do,casual
🙂,casual
where is customer created today,read
I'M LOOKING FOR TICKETS UPDATED TODAY PLEASE,read
delte record old one,write
did customer get updated?,read
I'm just experimenting what do you think?,casual
what about project Mason?,read
get payments with price > 2943,read
how are you,casual
lsit inv paid,read
do we still have user for Mason? please,read
Edit Alice to premium,write
Find duplicate tasks,read
do the same for invoice,write
Create duplicate documents,write
please rename Emily to Emma,write
tell joke mate,casual
That's interesting thanks!,casual
find orders who signed up recently,read
List subscriptions with id 7643,read
need to remove record status active,write
Can you chat for a bit?,casual
drop customers email to lucas@example.com,write
Can you chat for a bit?,casual
need prod created today,read
can u restore product john,write
can you tell me about invoice created today,read
new users named alice,write
Could you check if there are duplicate assets in the system?,read
tell me more,casual
can you help me,casual
please undo the last payment,write
